OrderID,OrderDate,CustomerID,Product,Category,UnitPrice,Quantity,TotalPrice,City,PaymentMethod
70,19-08-2023,6102,Laptop,Electronics,11182,2,22364,Hyderabad,UPI
71,08-08-2023,4262,Mixer,Home Appliances,16924,4,67696,Bangalore,UPI
72,01-11-2023,9830,Shoes,Footwear,62625,4,250500,Bangalore,Cash
73,09-03-2023,3186,T-Shirt,Clothing,55170,3,165510,Chennai,Credit Card
74,19-11-2023,6547,Coffee Maker,Home Appliances,66144,1,66144,Chennai,Debit Card
75,29-05-2023,8761,Sandals,Footwear,34642,2,69284,Pune,UPI
76,12-01-2023,2693,Mixer,Home Appliances,69220,3,207660,Hyderabad,Net Banking
77,18-12-2023,5792,Coffee Maker,Home Appliances,9979,4,39916,Delhi,Debit Card
78,18-02-2023,1793,Sandals,Footwear,78300,3,234900,Chennai,Net Banking
79,11-07-2023,8114,Mixer,Home Appliances,73496,4,293984,Pune,Net Banking
80,02-05-2023,7293,Headphones,Electronics,63497,3,190491,Hyderabad,Credit Card
81,21-10-2023,9534,Headphones,Electronics,30057,1,30057,Bangalore,Cash
82,24-02-2023,7643,Headphones,Electronics,12285,1,12285,Delhi,Credit Card
83,08-08-2023,9470,Jeans,Clothing,24726,2,49452,Bangalore,UPI
84,23-01-2023,2726,Sandals,Footwear,9499,1,9499,Chennai,Net Banking
85,31-05-2023,8974,Sandals,Footwear,6558,5,32790,Delhi,Cash
86,23-05-2023,2728,Jeans,Clothing,29355,5,146775,Bangalore,Cash
87,04-06-2023,7960,Watch,Accessories,67592,1,67592,Bangalore,UPI
88,22-12-2023,6469,Coffee Maker,Home Appliances,44795,3,134385,Chennai,UPI
89,21-04-2023,4460,Coffee Maker,Home Appliances,23902,5,119510,Delhi,Cash
90,29-06-2023,9336,Coffee Maker,Home Appliances,73581,5,367905,Hyderabad,UPI
91,29-05-2023,1197,Coffee Maker,Home Appliances,31362,2,62724,Bangalore,Debit Card
92,30-05-2023,1200,Sandals,Footwear,62275,1,62275,Delhi,Cash
93,23-08-2023,3102,Coffee Maker,Home Appliances,32976,5,164880,Delhi,UPI
94,22-09-2023,9721,T-Shirt,Clothing,15125,5,75625,Mumbai,Net Banking
95,09-11-2023,6239,Sunglasses,Accessories,9562,5,47810,Hyderabad,UPI
96,15-01-2023,1461,Jeans,Clothing,61611,2,123222,Hyderabad,Credit Card
97,29-05-2023,3962,Shoes,Footwear,938,4,3752,Hyderabad,Net Banking
98,11-01-2023,1701,Headphones,Electronics,36574,2,73148,Bangalore,Credit Card
99,10-01-2023,2142,T-Shirt,Clothing,13554,4,54216,Delhi,UPI
100,31-05-2023,6330,Coffee Maker,Home Appliances,16568,5,82840,Hyderabad,Debit Card
101,21-09-2023,2984,Shoes,Footwear,23608,4,94432,Delhi,UPI
102,16-03-2023,8459,Shoes,Footwear,30190,3,90570,Mumbai,Credit Card
103,31-10-2023,7342,Laptop,Electronics,6934,3,20802,Mumbai,Credit Card
104,13-10-2023,7728,Jeans,Clothing,59593,4,238372,Pune,Cash
105,17-07-2023,1036,Mixer,Home Appliances,49085,2,98170,Bangalore,Net Banking
106,01-02-2023,7501,Coffee Maker,Home Appliances,46709,2,93418,Mumbai,Debit Card
107,22-03-2023,6889,Headphones,Electronics,28627,4,114508,Mumbai,Net Banking
108,17-04-2023,2020,Coffee Maker,Home Appliances,34055,2,68110,Delhi,Credit Card
109,16-03-2023,4544,Headphones,Electronics,6741,3,20223,Bangalore,UPI
110,19-12-2023,9541,Headphones,Electronics,6231,1,6231,Hyderabad,Net Banking
111,31-05-2023,2125,Jeans,Clothing,7045,5,35225,Pune,UPI
112,02-01-2023,6245,Headphones,Electronics,35216,5,176080,Delhi,Net Banking
113,26-09-2023,9919,Coffee Maker,Home Appliances,2561,2,5122,Bangalore,Debit Card
114,06-08-2023,3212,T-Shirt,Clothing,17290,3,51870,Delhi,Net Banking
115,11-10-2023,5915,Shoes,Footwear,47834,5,239170,Chennai,Cash
116,25-12-2023,1054,Coffee Maker,Home Appliances,32609,4,130436,Mumbai,Credit Card
117,17-11-2023,4960,Jeans,Clothing,25124,3,75372,Chennai,Credit Card
118,02-11-2023,1104,Coffee Maker,Home Appliances,41532,4,166128,Delhi,Cash
119,06-08-2023,4976,Shoes,Footwear,31686,3,95058,Hyderabad,UPI
120,29-09-2023,5139,Jeans,Clothing,30014,5,150070,Chennai,UPI
121,28-10-2023,5331,T-Shirt,Clothing,8511,4,34044,Pune,UPI
122,25-01-2023,4779,Mixer,Home Appliances,28597,5,142985,Chennai,Credit Card
123,04-03-2023,2937,Sandals,Footwear,37649,1,37649,Delhi,Net Banking
124,23-04-2023,9783,Sunglasses,Accessories,56610,1,56610,Mumbai,Cash
125,24-01-2023,7155,Shoes,Footwear,17015,1,17015,Pune,Cash
126,12-06-2023,1090,T-Shirt,Clothing,9192,3,27576,Delhi,Debit Card
127,07-11-2023,5580,Watch,Accessories,79189,3,237567,Bangalore,Debit Card
128,17-02-2023,3608,Laptop,Electronics,77661,2,155322,Hyderabad,Net Banking
129,11-02-2023,8853,Sunglasses,Accessories,21494,1,21494,Hyderabad,Net Banking
130,01-03-2023,4747,Jeans,Clothing,48282,3,144846,Hyderabad,Debit Card
131,23-06-2023,1939,Mixer,Home Appliances,46760,2,93520,Delhi,Net Banking
132,31-07-2023,5671,Sandals,Footwear,35797,2,71594,Delhi,UPI
133,02-09-2023,1479,Sunglasses,Accessories,39695,1,39695,Hyderabad,Credit Card
134,21-03-2023,1981,T-Shirt,Clothing,62593,1,62593,Hyderabad,Cash
135,05-07-2023,8212,Sunglasses,Accessories,68099,3,204297,Mumbai,Cash
136,28-11-2023,1155,Headphones,Electronics,34335,1,34335,Hyderabad,Credit Card
137,13-11-2023,8694,Shoes,Footwear,59136,1,59136,Pune,Debit Card
138,04-05-2023,6480,Coffee Maker,Home Appliances,4790,1,4790,Chennai,Net Banking
139,15-01-2023,4160,Sandals,Footwear,56365,3,169095,Mumbai,Net Banking
140,20-03-2023,2943,Shoes,Footwear,33620,2,67240,Mumbai,Debit Card
141,09-01-2023,6781,Headphones,Electronics,33689,1,33689,Pune,Debit Card
142,09-03-2023,9486,Laptop,Electronics,40202,1,40202,Mumbai,Debit Card
143,06-03-2023,9593,Watch,Accessories,27726,4,110904,Pune,Net Banking
144,30-10-2023,1972,Mixer,Home Appliances,25634,5,128170,Hyderabad,Net Banking
145,22-06-2023,9852,T-Shirt,Clothing,32676,2,65352,Mumbai,Debit Card
146,31-07-2023,4721,Sandals,Footwear,39359,1,39359,Mumbai,UPI
147,09-05-2023,1994,Mixer,Home Appliances,55400,3,166200,Pune,Cash
148,19-02-2023,1142,T-Shirt,Clothing,78708,1,78708,Delhi,Net Banking
149,26-02-2023,1479,Coffee Maker,Home Appliances,13784,4,55136,Mumbai,Cash
150,08-03-2023,7294,Sandals,Footwear,1535,3,4605,Hyderabad,Net Banking
151,11-08-2023,7088,Mixer,Home Appliances,5579,5,27895,Pune,Cash
152,30-01-2023,1606,Headphones,Electronics,68278,5,341390,Delhi,Debit Card
153,30-04-2023,5703,Sunglasses,Accessories,32953,4,131812,Pune,UPI
154,17-09-2023,8048,T-Shirt,Clothing,74808,2,149616,Hyderabad,UPI
155,18-10-2023,2168,Laptop,Electronics,44922,1,44922,Bangalore,Credit Card
156,10-08-2023,5576,Watch,Accessories,57217,1,57217,Pune,Net Banking
157,06-07-2023,9616,Watch,Accessories,72353,2,144706,Pune,Debit Card
158,18-08-2023,4177,Mixer,Home Appliances,16959,3,50877,Mumbai,Net Banking
159,28-05-2023,2921,T-Shirt,Clothing,3364,5,16820,Bangalore,Cash
160,22-03-2023,5993,Laptop,Electronics,47757,5,238785,Delhi,UPI
161,06-06-2023,4582,Headphones,Electronics,13920,2,27840,Mumbai,Credit Card
162,02-06-2023,5503,Sandals,Footwear,31147,2,62294,Bangalore,Net Banking
163,18-04-2023,8444,Jeans,Clothing,77894,3,233682,Bangalore,Credit Card
164,12-11-2023,7954,Shoes,Footwear,5427,4,21708,Hyderabad,Credit Card
165,24-01-2023,7209,Sunglasses,Accessories,26074,5,130370,Hyderabad,Debit Card
166,20-04-2023,1849,Sunglasses,Accessories,34403,3,103209,Pune,Debit Card
167,08-12-2023,1197,Jeans,Clothing,50039,4,200156,Delhi,Cash
168,14-04-2023,4926,Laptop,Electronics,40938,3,122814,Mumbai,Cash
169,13-08-2023,1279,T-Shirt,Clothing,485,1,485,Chennai,Credit Card
170,02-06-2023,3995,Watch,Accessories,74853,1,74853,Hyderabad,Net Banking
171,08-07-2023,5236,T-Shirt,Clothing,71412,1,71412,Delhi,UPI
172,20-06-2023,7459,Sunglasses,Accessories,68791,5,343955,Hyderabad,Credit Card
173,30-07-2023,9896,Sunglasses,Accessories,8823,2,17646,Hyderabad,Net Banking
174,23-12-2023,8115,Mixer,Home Appliances,24811,4,99244,Pune,UPI
175,04-08-2023,3033,T-Shirt,Clothing,5033,1,5033,Mumbai,UPI
176,14-04-2023,4358,Laptop,Electronics,4716,4,18864,Delhi,Cash
177,14-05-2023,3736,T-Shirt,Clothing,61445,1,61445,Hyderabad,Credit Card
178,23-10-2023,6640,Coffee Maker,Home Appliances,59352,5,296760,Delhi,Cash
179,05-10-2023,6388,Jeans,Clothing,71759,3,215277,Chennai,Credit Card
180,11-12-2023,3464,Watch,Accessories,70772,3,212316,Mumbai,UPI
181,30-03-2023,1422,Headphones,Electronics,73533,5,367665,Mumbai,Debit Card
182,08-10-2023,5284,Laptop,Electronics,32104,3,96312,Chennai,Net Banking
183,16-01-2023,1374,Sunglasses,Accessories,18188,4,72752,Delhi,Credit Card
184,02-08-2023,3742,Watch,Accessories,30486,3,91458,Chennai,Debit Card
185,04-09-2023,7372,Jeans,Clothing,40577,3,121731,Bangalore,Credit Card
186,11-02-2023,6878,Headphones,Electronics,61297,1,61297,Mumbai,Debit Card
187,01-10-2023,8340,T-Shirt,Clothing,24179,2,48358,Pune,Debit Card
188,08-03-2023,4027,Coffee Maker,Home Appliances,54648,3,163944,Pune,Net Banking
189,06-08-2023,4275,Laptop,Electronics,39948,1,39948,Pune,Debit Card
190,05-07-2023,1012,Coffee Maker,Home Appliances,59261,3,177783,Pune,Cash
191,30-07-2023,8967,Headphones,Electronics,73978,1,73978,Bangalore,Net Banking
192,25-04-2023,8219,Watch,Accessories,7894,4,31576,Hyderabad,Net Banking
193,18-07-2023,4950,Laptop,Electronics,16698,4,66792,Hyderabad,Debit Card
194,13-03-2023,7597,Jeans,Clothing,10702,4,42808,Pune,UPI
195,10-09-2023,2323,Sunglasses,Accessories,56298,5,281490,Pune,Net Banking
196,06-08-2023,8609,Coffee Maker,Home Appliances,34754,5,173770,Delhi,Net Banking
197,03-10-2023,9452,Headphones,Electronics,23646,2,47292,Hyderabad,Credit Card
198,25-06-2023,9718,Jeans,Clothing,37170,1,37170,Chennai,Debit Card
199,02-01-2023,4626,Coffee Maker,Home Appliances,39759,4,159036,Bangalore,Cash
200,17-10-2023,7392,Headphones,Electronics,71751,3,215253,Pune,UPI
201,02-04-2023,3317,Shoes,Footwear,54144,3,162432,Chennai,Cash
202,04-08-2023,5590,Mixer,Home Appliances,78907,4,315628,Hyderabad,Credit Card
203,25-05-2023,3764,Watch,Accessories,20082,5,100410,Delhi,Net Banking
204,19-04-2023,2240,Sandals,Footwear,32761,4,131044,Bangalore,Net Banking
205,26-09-2023,5727,Sandals,Footwear,41715,2,83430,Delhi,Credit Card
206,22-12-2023,7323,Sunglasses,Accessories,71517,5,357585,Mumbai,Net Banking
207,18-12-2023,1553,Shoes,Footwear,51485,3,154455,Hyderabad,Debit Card
208,18-07-2023,3832,Watch,Accessories,65247,4,260988,Pune,Net Banking
209,28-08-2023,3514,Laptop,Electronics,53181,5,265905,Pune,Debit Card
210,03-08-2023,1164,Coffee Maker,Home Appliances,63076,3,189228,Mumbai,Net Banking
211,12-12-2023,9861,Headphones,Electronics,79418,3,238254,Chennai,Debit Card
212,15-07-2023,5460,Shoes,Footwear,43909,1,43909,Mumbai,UPI
213,26-10-2023,7794,Mixer,Home Appliances,26707,2,53414,Delhi,UPI
214,16-01-2023,8326,Shoes,Footwear,34513,3,103539,Delhi,Credit Card
215,15-12-2023,4252,Jeans,Clothing,39185,1,39185,Mumbai,Net Banking
216,12-05-2023,7659,Laptop,Electronics,43881,2,87762,Delhi,Debit Card
217,08-09-2023,2308,Sandals,Footwear,21100,3,63300,Delhi,Credit Card
218,23-05-2023,1137,Coffee Maker,Home Appliances,32433,4,129732,Delhi,Credit Card
219,10-11-2023,9924,Shoes,Footwear,22002,4,88008,Chennai,Debit Card
220,19-05-2023,9486,Headphones,Electronics,71748,5,358740,Mumbai,Cash
221,05-06-2023,7805,Headphones,Electronics,24425,1,24425,Pune,Net Banking
222,12-02-2023,2777,Shoes,Footwear,54165,4,216660,Bangalore,Cash
223,17-02-2023,3254,Sunglasses,Accessories,7539,1,7539,Pune,UPI
224,25-03-2023,1723,Mixer,Home Appliances,29443,2,58886,Hyderabad,Debit Card
225,02-12-2023,5989,T-Shirt,Clothing,6762,5,33810,Hyderabad,Net Banking
226,05-05-2023,8980,Jeans,Clothing,66937,3,200811,Pune,Cash
227,02-01-2023,5678,Sunglasses,Accessories,14229,4,56916,Delhi,Net Banking
228,28-04-2023,6536,Shoes,Footwear,44306,1,44306,Delhi,Cash
229,09-12-2023,7188,Sandals,Footwear,55887,4,223548,Chennai,Debit Card
230,07-01-2023,1298,Jeans,Clothing,65359,4,261436,Hyderabad,UPI
231,19-12-2023,4434,Shoes,Footwear,79559,1,79559,Chennai,Net Banking
232,07-12-2023,2376,Mixer,Home Appliances,56395,5,281975,Mumbai,Cash
233,10-10-2023,2645,Mixer,Home Appliances,29845,2,59690,Delhi,Net Banking
234,30-03-2023,1114,Shoes,Footwear,78240,4,312960,Delhi,Cash
235,24-01-2023,9315,Shoes,Footwear,57736,5,288680,Hyderabad,Cash
236,22-09-2023,2932,Coffee Maker,Home Appliances,49870,2,99740,Mumbai,Net Banking
237,11-05-2023,5865,Headphones,Electronics,32495,3,97485,Mumbai,Net Banking
238,06-11-2023,1703,Laptop,Electronics,20664,3,61992,Mumbai,Net Banking
239,21-01-2023,6784,Coffee Maker,Home Appliances,29956,4,119824,Pune,Debit Card
240,04-07-2023,3646,Sandals,Footwear,14654,3,43962,Chennai,Credit Card
241,25-05-2023,2420,Jeans,Clothing,65232,4,260928,Bangalore,Credit Card
242,25-02-2023,9314,Sandals,Footwear,27743,1,27743,Mumbai,Cash
243,01-04-2023,9518,Watch,Accessories,64123,2,128246,Bangalore,Net Banking
244,08-05-2023,6942,Jeans,Clothing,77831,5,389155,Delhi,Cash
245,06-12-2023,6093,T-Shirt,Clothing,27905,4,111620,Delhi,Debit Card
246,19-06-2023,5028,Sunglasses,Accessories,26058,2,52116,Delhi,Debit Card
247,01-09-2023,1799,Laptop,Electronics,48741,3,146223,Delhi,Net Banking
248,04-07-2023,7428,Jeans,Clothing,45981,1,45981,Bangalore,Net Banking
249,04-04-2023,1594,Shoes,Footwear,10465,4,41860,Pune,Cash
250,31-10-2023,8021,Jeans,Clothing,27722,5,138610,Pune,UPI
251,14-10-2023,2069,Watch,Accessories,9204,3,27612,Hyderabad,Credit Card
252,08-12-2023,3797,Sunglasses,Accessories,78727,3,236181,Mumbai,Net Banking
253,12-06-2023,1933,Headphones,Electronics,48078,5,240390,Bangalore,UPI
254,29-08-2023,3389,Jeans,Clothing,37720,4,150880,Pune,Debit Card
255,09-09-2023,8958,Sunglasses,Accessories,56013,4,224052,Bangalore,UPI
256,29-09-2023,7873,Mixer,Home Appliances,61238,2,122476,Pune,Debit Card
257,26-07-2023,4934,Laptop,Electronics,63572,2,127144,Delhi,Credit Card
258,28-07-2023,5397,Sunglasses,Accessories,56734,2,113468,Chennai,Net Banking
259,01-01-2023,2264,T-Shirt,Clothing,38147,3,114441,Mumbai,Cash
260,14-02-2023,8120,T-Shirt,Clothing,1020,4,4080,Hyderabad,Credit Card
261,04-09-2023,7063,Sandals,Footwear,30402,4,121608,Pune,Net Banking
262,17-08-2023,4188,T-Shirt,Clothing,26314,1,26314,Chennai,Cash
263,01-06-2023,9518,Jeans,Clothing,75713,1,75713,Chennai,Net Banking
264,19-05-2023,4303,Laptop,Electronics,27211,2,54422,Hyderabad,UPI
265,06-12-2023,2999,Mixer,Home Appliances,63445,2,126890,Hyderabad,Net Banking
266,25-02-2023,9440,Shoes,Footwear,68166,5,340830,Mumbai,Cash
267,28-04-2023,6835,Shoes,Footwear,79497,4,317988,Hyderabad,UPI
268,25-09-2023,3534,Watch,Accessories,29010,3,87030,Pune,Cash
269,27-11-2023,2075,Shoes,Footwear,72311,4,289244,Hyderabad,Debit Card
270,04-04-2023,4559,T-Shirt,Clothing,35947,1,35947,Mumbai,Credit Card
271,27-03-2023,9204,Headphones,Electronics,64242,4,256968,Hyderabad,Credit Card
272,22-08-2023,8496,Headphones,Electronics,7303,4,29212,Chennai,Debit Card
273,03-05-2023,6401,Coffee Maker,Home Appliances,63777,1,63777,Pune,Credit Card
274,18-11-2023,4935,T-Shirt,Clothing,33746,3,101238,Pune,UPI
275,11-10-2023,4163,T-Shirt,Clothing,4792,4,19168,Chennai,UPI
276,07-03-2023,2626,Sandals,Footwear,28016,2,56032,Pune,Net Banking
277,01-08-2023,2948,Mixer,Home Appliances,64476,4,257904,Delhi,Debit Card
278,18-12-2023,2571,Headphones,Electronics,76341,4,305364,Chennai,Cash
279,28-01-2023,3478,Sandals,Footwear,74576,1,74576,Chennai,Net Banking
280,26-12-2023,1816,Mixer,Home Appliances,45576,1,45576,Delhi,Credit Card
281,09-02-2023,6158,Laptop,Electronics,10042,5,50210,Mumbai,Credit Card
282,24-07-2023,2495,Jeans,Clothing,73262,3,219786,Bangalore,UPI
283,12-07-2023,8919,Sunglasses,Accessories,77027,1,77027,Mumbai,Net Banking
284,27-11-2023,6787,Coffee Maker,Home Appliances,63654,1,63654,Hyderabad,UPI
285,26-06-2023,2566,Shoes,Footwear,8807,2,17614,Chennai,Credit Card
286,03-12-2023,8600,Coffee Maker,Home Appliances,62518,1,62518,Chennai,Net Banking
287,27-12-2023,7035,T-Shirt,Clothing,49148,4,196592,Bangalore,Credit Card
288,29-03-2023,9127,Sandals,Footwear,37090,4,148360,Mumbai,UPI
289,03-02-2023,1163,T-Shirt,Clothing,19078,4,76312,Pune,Net Banking
290,28-06-2023,4310,Laptop,Electronics,57426,3,172278,Mumbai,UPI
291,10-12-2023,5939,Jeans,Clothing,5625,3,16875,Chennai,Net Banking
292,15-03-2023,3429,Jeans,Clothing,12071,1,12071,Bangalore,Cash
293,04-08-2023,2551,Shoes,Footwear,49342,5,246710,Chennai,Debit Card
294,25-01-2023,8420,Shoes,Footwear,57853,3,173559,Delhi,Credit Card
295,27-10-2023,8977,T-Shirt,Clothing,26165,1,26165,Hyderabad,UPI
296,04-05-2023,4671,Sunglasses,Accessories,77372,2,154744,Hyderabad,Cash
297,16-02-2023,4173,Jeans,Clothing,51515,4,206060,Delhi,Credit Card
298,17-03-2023,2254,Coffee Maker,Home Appliances,6124,3,18372,Delhi,Net Banking
299,20-12-2023,7859,T-Shirt,Clothing,2903,3,8709,Chennai,Net Banking
300,22-03-2023,7664,Headphones,Electronics,28593,1,28593,Bangalore,Debit Card
301,02-10-2023,7692,Watch,Accessories,62719,2,125438,Hyderabad,Credit Card
302,28-07-2023,2872,T-Shirt,Clothing,5545,5,27725,Pune,Cash
303,16-06-2023,1545,Watch,Accessories,44941,2,89882,Delhi,Credit Card
304,01-09-2023,8203,T-Shirt,Clothing,78795,2,157590,Mumbai,Debit Card
305,14-07-2023,6808,Coffee Maker,Home Appliances,11251,4,45004,Hyderabad,Net Banking
306,13-11-2023,2909,Coffee Maker,Home Appliances,36132,3,108396,Pune,Cash
307,14-10-2023,1394,Sandals,Footwear,53972,5,269860,Pune,Debit Card
308,28-04-2023,6520,T-Shirt,Clothing,18298,4,73192,Delhi,Net Banking
309,07-10-2023,5395,Sandals,Footwear,23087,2,46174,Hyderabad,Credit Card
310,15-03-2023,2056,Headphones,Electronics,74566,2,149132,Bangalore,Credit Card
311,30-11-2023,9173,Mixer,Home Appliances,51181,5,255905,Hyderabad,Credit Card
312,05-11-2023,8140,Jeans,Clothing,15677,3,47031,Mumbai,UPI
313,23-03-2023,2519,Sunglasses,Accessories,64584,2,129168,Mumbai,Credit Card
314,11-07-2023,1677,Mixer,Home Appliances,15859,1,15859,Hyderabad,Cash
315,30-03-2023,7690,Watch,Accessories,65327,1,65327,Mumbai,Debit Card
316,17-04-2023,3262,Headphones,Electronics,24052,3,72156,Hyderabad,Debit Card
317,11-02-2023,5449,Sunglasses,Accessories,48755,5,243775,Mumbai,UPI
318,06-06-2023,9446,T-Shirt,Clothing,9879,2,19758,Pune,Net Banking
319,21-04-2023,8640,Sunglasses,Accessories,73327,5,366635,Hyderabad,Credit Card
320,14-01-2023,8993,Headphones,Electronics,64894,2,129788,Bangalore,Cash
321,14-10-2023,3065,Jeans,Clothing,39143,3,117429,Mumbai,Debit Card
322,30-11-2023,8020,Mixer,Home Appliances,66271,1,66271,Pune,Net Banking
323,30-09-2023,1577,Sunglasses,Accessories,13366,4,53464,Bangalore,Cash
324,26-04-2023,9608,Shoes,Footwear,67476,2,134952,Pune,Net Banking
325,16-09-2023,9735,Laptop,Electronics,78707,5,393535,Hyderabad,Debit Card
326,14-05-2023,1928,Watch,Accessories,52912,5,264560,Bangalore,Debit Card
327,11-04-2023,1977,Sandals,Footwear,65220,1,65220,Delhi,Debit Card
328,09-12-2023,4845,Jeans,Clothing,49737,5,248685,Hyderabad,Net Banking
329,18-03-2023,7408,T-Shirt,Clothing,69171,3,207513,Delhi,UPI
330,14-03-2023,5658,Jeans,Clothing,57580,5,287900,Mumbai,Credit Card
331,29-11-2023,2675,Sunglasses,Accessories,61817,5,309085,Mumbai,Debit Card
